gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
AC132402.1_ENSMUSG00000118027	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132a_ENSMUSG00000024736	2600	2250	1992	1220	2305	1449	2040	2088	2962	1519	2054	1300
Tmem109_ENSMUSG00000034659	3260	3391	3162	1841	2537	1861	3269	3053	4214	2711	3594	2116
Prpf19_ENSMUSG00000024735	8330	8777	8248	7519	8876	7153	8328	7398	11107	9978	15583	7756
Zp1_ENSMUSG00000024734	0	0	0	0	0	0	0	0	0	1	2	0
Ptgdr2_ENSMUSG00000034117	3	0	0	1	5	1	0	3	0	7	13	5
Ccdc86_ENSMUSG00000024732	1465	1407	1405	1550	1696	1526	1380	1251	1860	2195	3594	1729
Ms4a10_ENSMUSG00000024731	0	1	0	1	0	0	1	0	2	0	3	1
Ms4a15_ENSMUSG00000067571	0	0	0	0	0	0	0	0	1	0	0	1
Ms4a18_ENSMUSG00000094584	0	0	0	0	1	1	0	0	0	0	0	1
Gm28347_ENSMUSG00000101264	0	0	0	1	2	3	0	0	0	7	7	1
AW112010_ENSMUSG00000075010	105	93	88	3524	4409	3328	102	96	154	8884	12709	6438
Ms4a8a_ENSMUSG00000024730	0	0	0	6	5	7	0	0	1	7	6	10
Gm336_ENSMUSG00000101439	0	0	1	1	2	2	3	0	0	0	4	0
1700017D01Rik_ENSMUSG00000024729	0	0	0	0	0	1	0	0	0	0	1	0
Gm6501_ENSMUSG00000099998	38	35	32	24	38	25	47	35	54	31	38	22
1700025F22Rik_ENSMUSG00000024728	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a13_ENSMUSG00000057240	0	0	0	0	0	0	0	0	0	0	0	0
4930526L06Rik_ENSMUSG00000097091	0	1	0	0	0	0	0	0	0	0	0	0
Ms4a12_ENSMUSG00000101031	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a1_ENSMUSG00000024673	2	0	0	0	2	0	0	0	3	0	0	0
Ms4a5_ENSMUSG00000054523	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a14_ENSMUSG00000099398	44	54	33	60	135	44	28	50	68	90	157	72
Ms4a7_ENSMUSG00000024672	404	359	271	578	730	505	306	340	579	748	1049	533
Gm28935_ENSMUSG00000100392	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a4a_ENSMUSG00000101389	143	172	107	77	164	94	92	91	198	119	138	81
Gm5692_ENSMUSG00000101024	0	0	0	0	1	0	0	0	1	0	0	0
Ms4a4c_ENSMUSG00000024675	10	10	3	5	25	14	5	14	13	20	42	12
Gm5511_ENSMUSG00000100615	2	7	8	10	6	8	2	3	11	18	34	10
Ms4a4b_ENSMUSG00000056290	0	2	0	4	7	4	1	0	2	6	10	6
Ms4a6c_ENSMUSG00000079419	177	230	138	215	303	156	137	164	248	324	413	260
BE692007_ENSMUSG00000099757	4	5	11	3	29	10	0	4	14	12	12	15
Gm8369_ENSMUSG00000058470	0	1	3	1	0	0	0	2	1	3	1	0
Gm19261_ENSMUSG00000100529	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a6b_ENSMUSG00000024677	133	137	98	160	286	132	85	88	131	252	304	149
Ms4a4d_ENSMUSG00000024678	34	34	36	243	907	269	39	32	89	559	311	344
Gm10212_ENSMUSG00000067555	0	1	0	0	0	0	0	0	0	3	0	3
Gm38275_ENSMUSG00000104088	3	0	0	0	3	0	0	0	1	0	0	0
Ms4a6d_ENSMUSG00000024679	237	286	242	341	666	314	202	223	338	634	741	331
Gm24599_ENSMUSG00000088598	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a2_ENSMUSG00000024680	0	1	0	0	0	0	0	0	0	0	0	0
Ms4a3_ENSMUSG00000024681	0	0	0	0	0	0	0	0	0	0	0	0
Oosp2_ENSMUSG00000055895	0	0	0	0	1	0	0	0	0	0	0	0
Oosp1_ENSMUSG00000041857	0	0	0	0	6	0	1	0	1	0	1	0
Gm26183_ENSMUSG00000088310	0	0	0	0	0	0	0	0	0	0	0	0
Gm25443_ENSMUSG00000089625	0	0	0	0	0	0	0	0	0	0	0	0
Oosp3_ENSMUSG00000055933	0	0	0	0	0	0	0	0	0	0	1	0
Gm19224_ENSMUSG00000100918	0	0	0	0	0	0	0	0	0	0	0	1
Gif_ENSMUSG00000024682	0	0	0	0	0	0	0	0	1	0	0	0
Mrpl16_ENSMUSG00000024683	1262	1171	1217	676	982	742	1191	1023	1480	1127	1640	814
Stx3_ENSMUSG00000041488	2564	2665	2537	3232	3013	3442	2562	2246	3278	4394	9036	4061
Olfr1417_ENSMUSG00000048292	0	0	0	2	0	3	0	0	0	0	0	0
Olfr1418_ENSMUSG00000060556	0	0	0	0	0	0	0	0	0	0	1	0
Gm45119_ENSMUSG00000108966	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1419_ENSMUSG00000067545	0	0	0	6	5	8	0	0	0	6	13	4
Gm6365_ENSMUSG00000051548	2	6	5	7	9	3	5	6	4	9	16	2
Olfr1420_ENSMUSG00000060878	0	0	0	0	0	0	0	0	0	0	0	0
Patl1_ENSMUSG00000046139	2169	2290	2149	2882	3216	2947	2171	2065	2929	4208	7534	3491
Mir6994_ENSMUSG00000104979	0	0	0	0	0	0	0	0	0	1	0	2
Gm22272_ENSMUSG00000077227	0	0	0	0	0	0	0	0	0	0	0	0
Osbp_ENSMUSG00000024687	8559	8938	8741	5587	6138	5431	8565	7517	10645	7222	12836	6266
Olfr1421-ps1_ENSMUSG00000109030	0	0	0	0	0	0	0	0	0	0	1	0
Gm45115_ENSMUSG00000109047	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1422-ps1_ENSMUSG00000108947	0	0	0	0	0	0	0	0	0	0	0	0
Gm45116_ENSMUSG00000109223	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1423_ENSMUSG00000067529	2	0	1	0	2	0	0	0	0	0	1	0
Gm44859_ENSMUSG00000109417	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1424_ENSMUSG00000067528	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1425_ENSMUSG00000067526	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1426_ENSMUSG00000044994	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1427_ENSMUSG00000067525	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1428_ENSMUSG00000067524	0	0	0	0	0	0	0	0	0	0	0	0
Olfr76_ENSMUSG00000067522	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1555-ps1_ENSMUSG00000108889	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1430-ps1_ENSMUSG00000109410	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1431_ENSMUSG00000094133	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1432_ENSMUSG00000109022	0	0	0	0	0	0	0	0	0	0	0	0
Olfr262_ENSMUSG00000067519	0	0	0	0	0	0	0	0	0	0	0	0
Gm26864_ENSMUSG00000097646	0	0	0	0	0	0	0	0	0	0	0	0
Olfr235_ENSMUSG00000060049	0	0	0	0	0	0	0	0	0	0	0	0
AC129773.1_ENSMUSG00000118093	6	8	9	12	13	8	3	9	10	4	12	5
Olfr1434_ENSMUSG00000095640	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1435-ps1_ENSMUSG00000109433	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1436_ENSMUSG00000067513	0	0	0	0	0	0	0	0	0	0	0	1
Gm44858_ENSMUSG00000109229	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1437_ENSMUSG00000096436	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1438-ps1_ENSMUSG00000109328	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1439-ps1_ENSMUSG00000109007	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1440_ENSMUSG00000046650	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1441_ENSMUSG00000050815	0	0	0	0	0	0	0	0	0	0	0	0
Pfpl_ENSMUSG00000040065	0	0	0	0	0	0	0	0	0	0	0	0
Mpeg1_ENSMUSG00000046805	3777	4211	3160	10362	15609	10104	3314	3308	5251	16145	21866	12037
Dtx4_ENSMUSG00000039982	1247	1165	1007	1309	2684	1569	1215	1098	1909	2992	2910	1816
A330040F15Rik_ENSMUSG00000086213	22	18	15	6	14	14	16	16	25	16	23	13
Gm47243_ENSMUSG00000114644	0	0	0	1	4	3	0	0	0	0	2	1
Gm6545_ENSMUSG00000111118	30	39	35	10	10	11	32	28	39	13	44	16
Gm47242_ENSMUSG00000114761	0	3	2	0	0	0	0	5	7	2	0	5
Fam111a_ENSMUSG00000024691	672	655	604	1488	1702	1492	470	488	802	1273	1987	1056
Gm16274_ENSMUSG00000084836	2	3	4	0	2	0	5	4	1	0	0	1
Gm4952_ENSMUSG00000071633	0	1	4	8	5	14	4	2	1	7	18	4
Glyat_ENSMUSG00000063683	15	20	8	16	11	29	21	7	19	11	24	13
Gm24521_ENSMUSG00000065892	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1442_ENSMUSG00000044441	0	3	0	0	0	2	0	0	0	1	0	0
Olfr1443_ENSMUSG00000045030	0	0	0	0	0	0	0	0	0	0	0	0
Gm49772_ENSMUSG00000109309	0	0	0	0	0	0	0	0	0	0	0	0
Keg1_ENSMUSG00000024694	0	0	0	0	0	0	0	0	0	0	0	1
Gm15962_ENSMUSG00000084981	0	0	0	0	0	2	0	0	0	0	0	0
Zfp91_ENSMUSG00000024695	7035	8130	7827	6999	8513	7173	8159	6971	10362	8922	15748	8063
Cntf_ENSMUSG00000079415	9	15	14	7	8	5	5	3	16	1	9	8
Lpxn_ENSMUSG00000024696	150	130	116	106	158	80	127	149	185	141	195	99
Gm5244_ENSMUSG00000091014	0	0	0	0	0	0	0	0	1	0	0	0
Olfr1444_ENSMUSG00000046272	0	0	0	1	0	0	0	0	0	0	0	1
Olfr1445_ENSMUSG00000045126	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1446_ENSMUSG00000057817	0	0	0	0	0	0	0	0	0	0	2	0
Olfr1447_ENSMUSG00000060303	0	0	0	0	0	0	0	0	0	0	0	0
Gm5512_ENSMUSG00000112693	9	16	10	10	3	5	16	8	7	11	9	4
Olfr1448_ENSMUSG00000048456	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1449_ENSMUSG00000049498	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1450_ENSMUSG00000062892	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1451_ENSMUSG00000046913	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1452-ps1_ENSMUSG00000109148	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1453_ENSMUSG00000094755	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1454_ENSMUSG00000094986	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1455-ps1_ENSMUSG00000109126	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1456-ps1_ENSMUSG00000067482	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1457_ENSMUSG00000061637	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1458_ENSMUSG00000062844	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1459_ENSMUSG00000057503	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1460-ps1_ENSMUSG00000109415	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1461_ENSMUSG00000045883	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1462_ENSMUSG00000094721	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1463_ENSMUSG00000096365	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1464-ps1_ENSMUSG00000109100	0	0	0	0	0	0	0	0	0	0	0	0
Gm22443_ENSMUSG00000064824	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1465_ENSMUSG00000062199	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1466_ENSMUSG00000096485	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1467_ENSMUSG00000049015	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1468-ps1_ENSMUSG00000109544	0	0	0	0	0	0	0	0	0	0	0	0
Gm44849_ENSMUSG00000108881	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1469_ENSMUSG00000063777	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1470-ps1_ENSMUSG00000109230	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1471_ENSMUSG00000096320	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1472_ENSMUSG00000095189	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1473-ps1_ENSMUSG00000109573	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1474_ENSMUSG00000096273	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1475_ENSMUSG00000096708	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1476-ps1_ENSMUSG00000109189	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1477_ENSMUSG00000071629	0	0	0	0	0	0	0	0	0	0	0	1
Olfr1478-ps1_ENSMUSG00000109184	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1479-ps1_ENSMUSG00000108887	0	0	0	0	0	0	0	0	0	0	0	0
AC157214.1_ENSMUSG00000118174	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1480_ENSMUSG00000095484	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1481-ps1_ENSMUSG00000108945	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1482-ps1_ENSMUSG00000109319	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1483-ps1_ENSMUSG00000108974	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1484_ENSMUSG00000096289	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1485-ps1_ENSMUSG00000109496	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1486-ps1_ENSMUSG00000109343	0	0	0	0	0	0	0	0	0	0	0	0
Gm22323_ENSMUSG00000094077	0	0	0	0	0	0	0	0	0	0	0	0
Gm23931_ENSMUSG00000096298	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1487_ENSMUSG00000094846	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1488-ps1_ENSMUSG00000109285	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1489_ENSMUSG00000045678	0	0	0	0	0	0	0	0	0	0	0	0
Gm24124_ENSMUSG00000077291	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1490_ENSMUSG00000061387	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1491_ENSMUSG00000051156	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1492-ps1_ENSMUSG00000109527	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1493-ps1_ENSMUSG00000109520	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1494_ENSMUSG00000050865	0	0	0	0	0	0	0	0	0	1	0	0
Olfr1495_ENSMUSG00000047207	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1496_ENSMUSG00000048356	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1497_ENSMUSG00000044040	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1498-ps1_ENSMUSG00000109530	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1499_ENSMUSG00000045395	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1500_ENSMUSG00000054526	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1501_ENSMUSG00000057270	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1502_ENSMUSG00000056858	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1503-ps1_ENSMUSG00000058078	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1504_ENSMUSG00000059105	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1505_ENSMUSG00000062314	0	0	0	0	0	0	0	0	0	0	0	0
Gm26993_ENSMUSG00000098074	0	0	0	0	0	0	0	0	0	0	0	0
Tle4_ENSMUSG00000024642	904	979	955	619	1033	786	1097	1000	1518	953	1247	830
Gm37997_ENSMUSG00000103488	0	0	0	0	0	0	0	0	0	0	0	0
Gm26026_ENSMUSG00000084675	0	0	0	0	0	0	0	0	0	0	0	0
Gm5513_ENSMUSG00000063586	5	4	3	7	6	6	2	0	6	7	13	4
Gm24319_ENSMUSG00000094850	0	0	0	0	0	0	0	0	0	0	0	0
AC147229.1_ENSMUSG00000117995	2	0	0	0	0	0	0	0	0	0	0	0
Psat1_ENSMUSG00000024640	3088	3097	3595	3565	4919	3130	2712	2499	3649	5059	8157	3610
Gm3329_ENSMUSG00000090147	0	0	0	0	0	0	0	0	0	0	0	0
Cep78_ENSMUSG00000041491	1052	1091	1029	295	333	282	976	903	1312	417	656	362
C130060C02Rik_ENSMUSG00000097557	29	30	30	28	6	15	41	19	45	11	36	11
AC136453.1_ENSMUSG00000117711	0	0	1	0	0	0	1	0	0	0	1	0
Gnaq_ENSMUSG00000024639	7206	8165	7297	2719	4075	3128	8171	6584	9742	4243	6382	3744
E030024N20Rik_ENSMUSG00000057990	5	3	1	3	2	0	4	2	1	3	4	0
Gm10819_ENSMUSG00000075268	81	42	47	47	46	40	64	36	67	84	75	41
Gm17068_ENSMUSG00000078528	2	0	2	2	4	1	1	1	0	1	5	0
Mir496b_ENSMUSG00000098718	0	0	0	0	0	0	0	0	0	0	0	0
AC126031.4_ENSMUSG00000118142	0	0	1	0	0	0	0	1	2	0	0	0
AC126031.3_ENSMUSG00000118033	0	1	0	1	2	1	0	0	0	0	0	0
Gna14_ENSMUSG00000024697	456	420	382	2322	1687	2314	191	183	320	1192	2041	959
AC126031.1_ENSMUSG00000117699	4	4	9	3	2	5	0	4	4	2	2	0
AC126031.2_ENSMUSG00000118023	0	0	0	0	0	0	0	0	0	0	0	0
Vps13a_ENSMUSG00000046230	1922	2460	2397	1113	1839	1179	2799	2244	3161	1905	2708	1504
Gm32256_ENSMUSG00000114931	3	5	2	9	9	3	8	4	5	0	2	8
Gm9806_ENSMUSG00000046388	0	1	1	1	1	0	2	2	0	0	2	0
AC128703.1_ENSMUSG00000118126	0	1	0	0	0	0	0	0	0	1	0	0
Foxb2_ENSMUSG00000056829	0	0	0	0	0	0	0	0	0	0	0	0
Prune2_ENSMUSG00000039126	6837	8143	7169	4283	3860	4017	7897	7156	9622	6429	11642	5810
Gm27970_ENSMUSG00000098298	0	0	0	0	0	0	0	0	0	0	0	0
Gm27796_ENSMUSG00000099316	0	0	0	0	0	0	0	0	0	0	0	0
AC147026.1_ENSMUSG00000117941	0	0	0	0	0	0	0	0	0	0	0	0
AC147026.3_ENSMUSG00000118367	0	0	0	0	0	0	0	0	2	0	0	0
AC147026.2_ENSMUSG00000117946	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt1_ENSMUSG00000038843	145	163	133	142	219	97	109	116	218	200	243	132
Rfk_ENSMUSG00000024712	5537	6363	6766	8141	7409	7525	6701	5424	7887	12514	22116	9340
Pcsk5_ENSMUSG00000024713	1184	868	869	1451	4326	1504	627	792	1233	2044	1156	1545
AC125203.1_ENSMUSG00000118270	2	3	1	2	4	4	2	3	3	3	3	2
Gm22880_ENSMUSG00000088370	0	0	0	0	0	0	0	0	0	0	0	0
AC133509.2_ENSMUSG00000118079	1	0	0	0	0	0	0	0	0	0	0	1
Gm23063_ENSMUSG00000076305	0	0	0	0	0	0	0	0	0	0	0	0
AC133509.1_ENSMUSG00000117822	324	324	315	370	465	345	365	282	434	477	695	345
Gm23061_ENSMUSG00000076303	0	0	0	0	0	0	0	0	0	0	0	0
AC157519.1_ENSMUSG00000117687	0	0	0	0	0	0	0	0	0	0	0	0
AC140053.1_ENSMUSG00000117774	0	0	0	0	0	0	0	0	0	0	0	0
AC147474.1_ENSMUSG00000118192	0	0	0	0	0	0	0	0	0	0	0	0
Ostf1_ENSMUSG00000024725	2135	2108	2148	2203	3830	2392	1911	1929	2900	3419	3863	2215
Gm8250_ENSMUSG00000080783	3	0	1	1	0	1	0	3	3	1	6	1
Nmrk1_ENSMUSG00000037847	202	262	261	102	122	107	245	224	294	154	188	101
Carnmt1_ENSMUSG00000024726	918	984	912	630	858	611	1006	764	1205	937	1274	678
D030056L22Rik_ENSMUSG00000047044	532	579	525	287	417	343	557	453	734	418	644	398
AC134906.1_ENSMUSG00000117878	0	0	0	0	0	0	0	0	0	0	0	0
Gm23238_ENSMUSG00000064941	0	0	0	0	0	0	0	0	1	1	0	0
Trpm6_ENSMUSG00000024727	11	9	7	14	47	20	16	6	12	24	19	27
Gm24190_ENSMUSG00000088601	0	0	0	0	0	0	0	0	0	0	0	0
Rorb_ENSMUSG00000036192	21	28	19	34	77	20	21	12	16	41	38	31
AC100263.1_ENSMUSG00000117909	0	0	0	0	0	0	0	1	0	0	0	0
Gm25437_ENSMUSG00000088907	0	0	0	0	0	0	0	0	0	0	0	0
AC100263.2_ENSMUSG00000118109	0	0	0	0	0	0	0	0	0	0	0	0
AC153131.1_ENSMUSG00000118167	0	0	0	0	0	0	0	0	0	0	0	0
AC145590.1_ENSMUSG00000118150	0	0	0	0	0	0	0	0	0	0	0	0
Gm22684_ENSMUSG00000064783	0	0	0	0	0	0	0	0	0	0	0	0
AC158778.1_ENSMUSG00000118067	0	0	0	0	0	0	0	0	0	0	0	0
1500015L24Rik_ENSMUSG00000094732	1	0	1	0	0	0	1	1	0	0	0	0
Anxa1_ENSMUSG00000024659	1859	1876	1817	2041	7878	2649	1672	1712	2594	4413	3509	2715
C730002L08Rik_ENSMUSG00000114469	0	0	0	0	0	0	2	3	0	2	2	0
Aldh1a1_ENSMUSG00000053279	237	210	222	262	1265	506	347	258	433	397	583	372
Gm6684_ENSMUSG00000047168	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a7_ENSMUSG00000024747	42	16	27	30	46	56	57	40	58	16	69	20
Tmc1_ENSMUSG00000024749	0	2	0	1	0	0	0	0	0	4	0	0
AC102790.1_ENSMUSG00000118293	0	0	0	0	0	0	0	0	0	0	0	0
AC162612.1_ENSMUSG00000118047	0	0	0	0	0	0	0	0	0	0	0	0
AC106834.1_ENSMUSG00000118086	10	11	15	3	1	3	16	9	12	2	1	3
AC106834.2_ENSMUSG00000118090	0	0	0	0	0	0	0	0	0	0	0	0
AC103947.1_ENSMUSG00000118044	0	0	0	0	0	0	0	0	0	0	0	0
Zfand5_ENSMUSG00000024750	4419	5029	5145	5513	6832	5978	4954	4501	6798	7692	14792	7295
AC103947.2_ENSMUSG00000118342	0	0	0	0	0	0	0	0	0	0	0	0
Gda_ENSMUSG00000058624	304	394	354	178	1101	244	291	381	568	334	348	300
Gm3443_ENSMUSG00000079382	0	0	0	0	0	0	0	0	0	0	2	0
1110059E24Rik_ENSMUSG00000035171	980	1143	1066	674	938	772	1141	955	1368	1025	1626	815
Abhd17b_ENSMUSG00000047368	832	1098	1091	738	904	735	982	928	1359	1026	1572	825
AC148016.2_ENSMUSG00000118055	0	0	0	0	0	0	0	0	0	0	0	0
Cemip2_ENSMUSG00000024754	4456	4623	3947	1902	5214	2241	3454	3286	5185	3240	3460	2720
AC148016.1_ENSMUSG00000118021	3	19	7	4	9	3	10	8	38	0	2	4
Gm5514_ENSMUSG00000045104	4	6	5	1	1	4	5	4	4	4	8	3
AC129205.1_ENSMUSG00000118237	0	1	0	0	0	0	0	0	0	0	0	2
AC141636.2_ENSMUSG00000118273	0	0	0	0	0	0	0	0	0	0	0	0
AC141636.1_ENSMUSG00000118226	0	0	0	0	0	0	0	0	0	0	0	0
Trpm3_ENSMUSG00000052387	936	1273	1198	201	172	242	1509	1035	1471	257	604	306
Gm22506_ENSMUSG00000088558	0	0	0	0	0	0	0	0	0	0	0	0
Gm27151_ENSMUSG00000098739	0	0	0	0	0	0	0	0	0	0	0	0
AC124513.1_ENSMUSG00000118353	123	73	75	79	114	88	59	80	115	115	157	76
Mir204_ENSMUSG00000065507	0	0	0	0	0	0	0	0	0	0	0	0
C330002G04Rik_ENSMUSG00000097930	1	4	3	0	0	2	5	5	3	0	4	0
AC121973.1_ENSMUSG00000118155	2	0	1	0	0	0	0	0	5	0	0	0
2410080I02Rik_ENSMUSG00000044387	10	7	7	14	11	13	4	5	6	13	40	9
Klf9_ENSMUSG00000033863	4406	5381	5046	3958	3962	3694	5739	4692	6767	5910	8998	4203
Mir1192_ENSMUSG00000080626	1	0	0	1	3	0	0	1	0	0	1	0
Smc5_ENSMUSG00000024943	1918	2344	2283	1495	2022	1619	1979	2132	2699	2192	3725	1895
AC144941.1_ENSMUSG00000117837	0	0	0	0	0	0	0	0	0	0	0	3
Gm24263_ENSMUSG00000096249	0	0	0	0	0	0	0	0	0	0	0	0
Mamdc2_ENSMUSG00000033207	17	9	6	9	20	20	12	7	12	41	17	27
AC131118.1_ENSMUSG00000118092	0	0	0	0	1	1	0	0	1	0	0	0
AC124557.1_ENSMUSG00000117850	0	0	0	0	0	0	0	0	0	0	0	0
1700028P14Rik_ENSMUSG00000033053	0	0	0	0	2	0	0	0	0	0	0	0
AC132088.1_ENSMUSG00000117944	0	1	0	1	2	0	0	0	3	0	1	0
Gm9493_ENSMUSG00000044424	58	42	47	51	88	62	55	65	90	75	108	59
Gm22144_ENSMUSG00000088027	0	0	0	0	0	0	0	0	0	0	0	0
Gm21542_ENSMUSG00000098010	0	0	0	0	0	0	0	0	0	0	0	0
Gm6563_ENSMUSG00000051255	228	222	253	170	224	184	255	201	327	219	352	180
Ptar1_ENSMUSG00000074925	1858	2491	2321	1074	1923	1113	2674	2057	3068	1741	2427	1449
AC134830.1_ENSMUSG00000117685	0	0	0	0	0	0	0	0	0	0	0	0
Apba1_ENSMUSG00000024897	2777	2727	2439	1248	1180	1196	3055	2443	3482	2114	3048	1676
AC134830.2_ENSMUSG00000118287	1	0	0	0	2	0	0	0	0	0	0	0
AC148021.1_ENSMUSG00000118340	0	1	1	2	0	1	0	0	0	0	0	0
Fam189a2_ENSMUSG00000071604	317	264	259	397	256	361	335	280	446	575	913	595
AC140378.1_ENSMUSG00000117820	0	0	0	0	0	0	0	0	0	0	0	0
1700021P04Rik_ENSMUSG00000096796	0	0	0	0	0	0	0	0	0	0	0	0
Tjp2_ENSMUSG00000024812	6455	5971	5658	12652	13487	12628	5747	5189	7801	19775	35084	17956
AC149224.1_ENSMUSG00000118277	0	0	0	0	0	0	0	0	0	2	1	0
AC149224.2_ENSMUSG00000118371	0	0	0	0	0	0	0	0	0	0	0	0
Fxn_ENSMUSG00000059363	370	417	397	235	281	273	373	360	465	290	523	267
Gm16216_ENSMUSG00000082107	0	0	0	0	0	0	0	0	0	0	0	0
Pip5k1b_ENSMUSG00000024867	5728	5889	5414	2664	1756	2294	4837	4206	5680	3614	7268	3197
Pip5k1bos_ENSMUSG00000085003	9	6	9	0	0	0	5	7	9	2	0	1
Fam122a_ENSMUSG00000074922	3631	3357	3188	1754	1480	1641	2933	2770	3546	2139	4077	1748
AC150898.1_ENSMUSG00000117979	73	73	71	25	15	21	55	76	79	39	60	37
Tmem252_ENSMUSG00000048572	177	198	160	79	202	88	131	245	287	102	70	78
Pgm5_ENSMUSG00000041731	51	61	63	25	128	43	103	70	135	31	53	46
Gm17800_ENSMUSG00000097950	0	0	0	0	0	0	0	0	0	0	1	0
AC123930.1_ENSMUSG00000117934	0	0	0	0	0	0	0	0	0	0	0	0
Gm10053_ENSMUSG00000058927	23	29	42	42	49	29	26	31	34	41	71	33
Foxd4_ENSMUSG00000051490	0	0	0	2	1	2	0	0	0	1	6	2
