gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Gm49473_ENSMUSG00000116263	0	0	0	0	0	0	0	0	0	0	0	0
Gm36560_ENSMUSG00000116500	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc13_ENSMUSG00000001655	12	2	1	4	30	7	3	3	4	14	9	11
Hoxc12_ENSMUSG00000050328	0	0	0	0	0	0	0	0	0	0	0	0
Hotair_ENSMUSG00000086903	0	0	0	0	0	0	0	0	0	0	0	0
Gm27337_ENSMUSG00000099099	0	0	0	0	0	0	0	0	0	0	0	0
Gm27443_ENSMUSG00000098572	0	0	0	0	0	0	0	0	0	0	0	0
Gm28011_ENSMUSG00000099328	0	0	0	0	0	0	0	0	0	0	0	0
Gm27535_ENSMUSG00000098541	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc11_ENSMUSG00000001656	0	0	0	0	0	0	0	0	2	0	0	0
Hoxc10_ENSMUSG00000022484	0	0	0	0	0	0	0	1	0	0	0	0
Hoxc5_ENSMUSG00000022485	22	17	16	10	21	9	8	14	46	10	8	10
Mir196a-2_ENSMUSG00000065488	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc9_ENSMUSG00000036139	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc8_ENSMUSG00000001657	4	0	0	0	3	0	0	0	0	0	0	0
Hoxc6_ENSMUSG00000001661	25	19	16	10	12	5	10	5	18	14	9	8
Mir615_ENSMUSG00000076010	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc4_ENSMUSG00000075394	41	21	26	22	44	13	19	20	47	38	13	17
5730585A16Rik_ENSMUSG00000102297	0	0	0	0	0	0	0	0	0	0	0	0
Gm28876_ENSMUSG00000101356	0	4	7	0	1	0	1	6	5	3	3	4
Gm10830_ENSMUSG00000099758	0	0	0	1	0	0	2	0	0	0	4	0
Gm28265_ENSMUSG00000101588	0	0	0	0	0	0	0	0	0	0	0	1
D930007P13Rik_ENSMUSG00000097003	1	2	0	0	0	0	4	3	3	2	4	3
Gm49477_ENSMUSG00000116066	8	10	18	0	0	1	14	19	16	3	0	2
Smug1_ENSMUSG00000036061	858	1019	950	520	605	525	990	824	1133	764	1186	627
Cbx5_ENSMUSG00000009575	5112	5777	5242	1865	3441	1826	5930	4792	7067	2771	3899	2484
Hnrnpa1_ENSMUSG00000046434	14904	15209	15211	9577	13648	10497	14103	13604	20244	13184	20884	10465
Nfe2_ENSMUSG00000058794	3	2	1	2	10	5	3	1	4	2	8	1
Copz1_ENSMUSG00000060992	5319	5446	5596	4667	5293	4602	5173	4844	6915	5915	9628	4733
Mir148b_ENSMUSG00000065560	0	0	0	0	0	0	0	0	0	1	0	1
Gm49482_ENSMUSG00000116308	1	0	4	2	3	4	0	1	4	5	6	1
Gpr84_ENSMUSG00000063234	50	49	33	270	699	272	27	38	51	426	384	243
Zfp385a_ENSMUSG00000000552	527	534	475	525	948	556	434	459	729	830	951	533
Itga5_ENSMUSG00000000555	8727	8267	7621	5514	14212	6664	6808	7373	10693	10587	8449	6681
Mir6963_ENSMUSG00000098419	0	0	0	0	0	0	0	0	0	0	0	0
Gm37322_ENSMUSG00000104327	0	0	0	0	1	0	0	0	0	0	0	0
Gtsf1_ENSMUSG00000022487	0	0	0	0	0	4	1	0	1	0	3	0
Gtsf2_ENSMUSG00000053508	0	0	0	0	0	0	0	0	0	0	0	0
Nckap1l_ENSMUSG00000022488	504	531	362	736	1172	676	350	431	651	1231	1420	822
Pde1b_ENSMUSG00000022489	343	368	354	454	515	508	283	311	467	801	1091	490
Ppp1r1a_ENSMUSG00000022490	2371	3873	3425	722	519	689	4260	2727	4828	1324	1966	1080
Glycam1_ENSMUSG00000022491	1	1	0	0	0	1	0	3	0	3	2	3
Gm9108_ENSMUSG00000115819	104	107	82	89	94	99	83	77	120	99	250	90
Gm49272_ENSMUSG00000115329	0	4	4	0	0	0	4	0	2	0	1	1
Gm49273_ENSMUSG00000115279	1	0	0	0	0	1	0	0	1	0	0	0
Gm49274_ENSMUSG00000115030	0	0	0	0	0	0	0	0	0	0	0	0
Gm49275_ENSMUSG00000115053	0	0	0	0	0	0	0	0	0	0	0	0
Mucl1_ENSMUSG00000060311	0	0	0	0	0	0	0	0	0	0	0	0
Gm49491_ENSMUSG00000116074	0	0	0	0	0	0	0	0	0	0	0	0
Gm21178_ENSMUSG00000115448	259	250	246	217	251	201	225	232	290	326	552	235
Gm22852_ENSMUSG00000095047	0	0	0	0	0	0	0	0	0	0	0	0
Mucl2_ENSMUSG00000036925	3	0	1	0	0	0	2	0	1	0	0	0
Gm35912_ENSMUSG00000116384	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps137_ENSMUSG00000116247	0	0	0	0	0	0	0	0	0	0	0	0
Gm49554_ENSMUSG00000116441	0	0	0	0	0	0	0	0	0	0	0	0
Gm4106_ENSMUSG00000116246	0	0	0	2	0	0	0	0	0	0	0	0
Gm3711_ENSMUSG00000116150	0	2	0	0	3	0	0	0	1	0	0	0
Gm23215_ENSMUSG00000095122	0	0	0	0	0	0	0	0	0	0	0	0
Gm3749_ENSMUSG00000116388	3	1	0	0	0	0	0	1	0	0	0	0
Gm4111_ENSMUSG00000116521	0	0	0	0	0	0	0	0	0	0	2	0
Gm49504_ENSMUSG00000116389	1	2	3	7	3	4	2	2	5	0	8	1
Gm22862_ENSMUSG00000096667	0	0	0	0	0	0	0	0	0	0	0	0
Gm49505_ENSMUSG00000116412	0	0	0	0	0	0	0	0	0	0	0	0
Gm49507_ENSMUSG00000115871	0	0	0	0	0	0	0	0	0	0	1	0
Gm35974_ENSMUSG00000116455	0	0	0	0	0	3	0	0	0	0	0	0
Gm49508_ENSMUSG00000116528	0	0	0	0	0	0	0	0	0	0	0	0
Gm49509_ENSMUSG00000116300	0	0	0	0	0	0	0	0	0	0	0	0
Gm4116_ENSMUSG00000116007	0	3	2	0	0	0	0	1	0	0	2	0
Gm22598_ENSMUSG00000088225	0	0	0	0	0	0	0	0	0	0	0	0
Olfr161_ENSMUSG00000051003	0	0	0	0	0	0	0	0	0	0	0	0
Olfr162-ps1_ENSMUSG00000108646	0	0	0	0	0	0	0	0	0	0	0	0
Olfr163-ps1_ENSMUSG00000108336	0	0	0	0	0	0	0	0	0	0	0	0
Mefv_ENSMUSG00000022534	5	4	4	8	26	4	3	12	6	11	9	9
Tdgf1-ps1_ENSMUSG00000095834	0	0	0	0	0	0	0	0	0	0	0	0
Zfp263_ENSMUSG00000022529	1390	1340	1308	929	924	912	1202	1214	1668	1367	2639	1284
Gm41409_ENSMUSG00000115961	5	4	7	3	5	5	10	4	2	5	13	9
Olfr15_ENSMUSG00000059043	0	0	0	0	0	0	0	0	0	0	0	0
Zfp174_ENSMUSG00000054939	750	864	894	106	112	102	894	678	1060	189	243	120
Zfp597_ENSMUSG00000039789	655	778	823	242	302	252	789	690	961	403	617	352
Gm26675_ENSMUSG00000097590	24	21	28	5	3	4	33	28	30	3	4	4
Naa60_ENSMUSG00000005982	2411	2530	2615	1261	1609	1408	2605	2332	3333	1744	2559	1488
Gm20695_ENSMUSG00000093575	0	0	0	1	0	0	1	0	3	1	0	2
1700037C18Rik_ENSMUSG00000005983	352	352	316	223	184	209	301	298	375	285	449	203
Cluap1_ENSMUSG00000014232	471	470	531	262	302	236	497	437	542	309	475	296
1700016D08Rik_ENSMUSG00000103481	0	2	0	0	1	1	2	0	2	0	0	0
Gm15538_ENSMUSG00000083579	5	2	1	0	3	2	2	1	11	0	1	1
Gm23493_ENSMUSG00000080485	0	0	2	0	0	0	2	1	5	0	2	0
Gm15539_ENSMUSG00000081809	8	7	2	0	1	0	12	2	6	0	1	0
Gm15537_ENSMUSG00000085048	9	1	3	1	2	2	1	1	4	4	0	1
Nlrc3_ENSMUSG00000049871	65	61	50	28	51	20	72	57	54	29	25	26
Slx4_ENSMUSG00000039738	1218	1281	1066	583	808	592	1141	1020	1390	871	1341	823
Gm15879_ENSMUSG00000084790	48	63	39	6	16	5	38	45	67	8	14	12
Dnase1_ENSMUSG00000005980	0	3	0	0	2	1	0	0	0	2	0	0
Trap1_ENSMUSG00000005981	2282	2288	2368	2515	2660	2221	2265	2097	2961	3058	5371	2761
Gm23413_ENSMUSG00000093262	4	4	1	5	4	0	2	5	3	1	7	3
Gm49547_ENSMUSG00000116301	0	0	0	0	0	0	0	0	0	0	0	0
Crebbp_ENSMUSG00000022521	4749	4872	4085	2394	4285	2499	4804	4265	5767	3630	5303	3231
Gm37186_ENSMUSG00000103937	0	1	0	0	4	0	0	0	0	1	3	1
Gm5766_ENSMUSG00000089645	0	0	0	1	0	0	0	0	0	0	2	0
Adcy9_ENSMUSG00000005580	2334	2522	1973	706	663	645	2681	2011	3086	1232	1742	958
Gm6142_ENSMUSG00000084304	134	180	220	265	292	234	205	180	275	379	564	222
Srl_ENSMUSG00000022519	114	74	107	39	69	45	117	93	160	64	75	63
Gm15885_ENSMUSG00000083585	0	0	0	0	0	0	0	0	0	0	0	0
Tfap4_ENSMUSG00000005718	298	286	281	178	214	187	289	272	370	298	430	190
Glis2_ENSMUSG00000014303	1728	1595	1452	644	860	647	1255	1329	1848	923	1187	829
Pam16_ENSMUSG00000014301	608	616	665	646	653	573	636	579	872	812	1335	660
Coro7_ENSMUSG00000039637	1656	1903	1675	1060	1022	1100	1715	1500	2148	1391	2622	1296
Vasn_ENSMUSG00000039646	2690	2427	2486	1531	4025	1868	2148	2183	3161	3021	2406	1991
Dnaja3_ENSMUSG00000004069	3247	3401	3484	3525	3201	3268	3307	2843	4069	4465	7465	3548
Nmral1_ENSMUSG00000063445	679	738	667	135	201	121	639	591	748	213	350	146
Hmox2_ENSMUSG00000004070	2561	2530	2561	1854	1938	1820	2589	2336	3373	2654	3908	2125
Gm15859_ENSMUSG00000086944	0	0	0	0	0	1	0	0	1	5	4	0
Cdip1_ENSMUSG00000004071	2481	2673	2250	1524	1411	1402	2549	2281	3144	2035	3443	1645
Gm15835_ENSMUSG00000086464	2	0	0	0	0	0	0	0	0	0	0	0
4930562C15Rik_ENSMUSG00000022518	0	1	4	9	10	3	1	3	0	11	15	11
Ubald1_ENSMUSG00000039568	2315	2103	1874	2624	2558	2585	2024	1917	2581	3522	6538	3140
Mgrn1_ENSMUSG00000022517	5053	5193	4893	4280	5037	4302	5040	4408	6243	6474	10009	5071
Gm16861_ENSMUSG00000097397	88	98	88	22	20	34	115	87	101	60	80	36
Nudt16l1_ENSMUSG00000022516	1199	1271	1163	628	746	557	1227	1123	1606	774	1211	773
Anks3_ENSMUSG00000022515	1446	1659	1328	743	944	747	1312	1427	1696	1064	1889	909
4930451G09Rik_ENSMUSG00000022543	129	141	141	54	50	34	161	151	147	72	125	53
Sept12_ENSMUSG00000022542	0	0	0	0	0	0	0	0	0	0	0	0
Smim22_ENSMUSG00000096215	521	607	478	450	434	457	546	475	698	523	1086	516
Gm42477_ENSMUSG00000106967	66	77	47	30	14	16	55	54	60	22	44	18
Rogdi_ENSMUSG00000022540	4573	4377	4225	2121	1502	1989	3933	3578	4792	2562	5109	2491
Glyr1_ENSMUSG00000022536	7934	8026	7694	4785	5303	4882	7596	6836	9393	6554	11334	5567
Ubn1_ENSMUSG00000039473	4637	4793	4668	2505	3067	2505	4631	4017	5923	3760	5819	3358
Gm23483_ENSMUSG00000077367	0	0	0	0	0	0	0	0	0	0	0	0
Ppl_ENSMUSG00000039457	1202	1101	1096	536	1258	573	1135	1032	1533	797	1014	824
Sec14l5_ENSMUSG00000091712	10	13	12	7	1	4	3	12	18	11	14	9
Nagpa_ENSMUSG00000023143	580	618	626	356	543	349	654	603	743	517	622	375
AU021092_ENSMUSG00000051669	15	16	9	2	6	1	18	26	26	5	3	3
Mir6364_ENSMUSG00000098675	0	0	0	0	0	0	0	0	0	0	0	0
Gm23689_ENSMUSG00000096398	0	0	0	0	0	0	0	0	0	0	0	0
Gm26095_ENSMUSG00000095347	0	0	0	0	0	0	0	0	0	0	0	0
Alg1_ENSMUSG00000039427	1378	1677	1638	1097	1121	1065	1614	1348	1983	1411	2380	1128
Eef2kmt_ENSMUSG00000022544	1511	1551	1420	850	861	844	1404	1216	1667	1086	1852	886
Gm15983_ENSMUSG00000087168	45	48	29	1	12	11	38	26	53	9	20	8
Gm41414_ENSMUSG00000116029	0	1	1	1	0	1	1	0	2	0	0	0
n-R5s30_ENSMUSG00000084573	0	0	0	0	0	0	0	0	0	0	0	0
Rbfox1_ENSMUSG00000008658	61	45	50	136	530	162	47	38	70	207	204	165
1700123O21Rik_ENSMUSG00000101481	0	0	0	0	0	0	0	0	0	0	0	0
Gm49533_ENSMUSG00000115989	0	0	0	0	0	0	0	0	0	0	0	0
Gm49534_ENSMUSG00000116450	0	0	0	3	0	0	0	0	0	0	0	0
Gm49535_ENSMUSG00000116151	0	0	0	0	0	0	0	0	0	0	0	0
Gm23476_ENSMUSG00000089506	0	0	0	0	0	0	0	0	0	0	0	0
Gm26159_ENSMUSG00000089593	0	0	0	0	0	0	0	0	0	0	0	0
Gm24579_ENSMUSG00000077152	0	0	0	0	0	0	0	0	0	0	0	0
Tmem114_ENSMUSG00000022715	0	1	0	18	5	8	0	2	1	7	27	12
Gm25782_ENSMUSG00000084475	0	0	1	0	0	0	0	0	0	0	0	0
Mettl22_ENSMUSG00000039345	322	335	340	267	268	279	354	283	461	284	503	290
Gm23706_ENSMUSG00000077557	0	0	0	0	0	0	0	0	0	0	0	0
Abat_ENSMUSG00000057880	5134	5747	5304	796	644	807	6405	4768	6821	1439	2303	1222
Gm22137_ENSMUSG00000076039	0	0	0	0	0	0	0	0	0	0	0	0
Gm7541_ENSMUSG00000083505	3	1	0	1	0	2	1	1	5	2	3	2
Gm49549_ENSMUSG00000116095	1	1	1	0	2	1	4	0	2	0	1	3
Tmem186_ENSMUSG00000043140	779	949	922	323	355	329	903	888	1064	493	953	470
Pmm2_ENSMUSG00000022711	2168	2122	2084	1335	1658	1405	1909	1824	2541	2000	3291	1609
Carhsp1_ENSMUSG00000008393	2884	2625	2595	3798	5163	3670	2699	2336	3833	4789	6655	3406
Gm5767_ENSMUSG00000107252	10	3	3	2	0	9	2	1	4	1	6	5
Usp7_ENSMUSG00000022710	8964	9114	8560	4470	6306	4847	8881	7796	11075	6940	11123	6091
Gm25805_ENSMUSG00000084737	0	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik_ENSMUSG00000022507	2438	2747	2771	3521	3675	3355	2798	2325	3398	4745	8679	3985
Gm22224_ENSMUSG00000087982	0	0	0	0	0	0	0	0	0	0	0	0
Gm10247_ENSMUSG00000068674	47	47	57	66	94	63	56	43	84	79	145	72
Gm30371_ENSMUSG00000116525	1	1	1	2	1	0	0	0	1	0	3	0
Gm49447_ENSMUSG00000116352	2	0	2	0	0	0	0	0	0	0	0	0
Gm30567_ENSMUSG00000116426	0	0	0	0	0	0	0	0	0	0	0	0
Gm49448_ENSMUSG00000116469	0	0	0	0	0	0	0	0	0	0	0	0
Gm18722_ENSMUSG00000116348	34	35	54	40	46	44	36	39	42	48	107	41
Gm49451_ENSMUSG00000116123	0	0	0	0	0	0	0	0	0	0	0	0
Grin2a_ENSMUSG00000059003	0	1	3	1	0	0	0	1	0	0	0	0
Gm7572_ENSMUSG00000098100	0	0	0	0	0	0	0	0	0	0	0	0
Gm3890_ENSMUSG00000098170	0	0	0	0	0	0	0	0	0	0	0	0
Rpl39l_ENSMUSG00000039209	0	0	0	0	4	1	0	0	0	4	3	2
Gm49455_ENSMUSG00000115943	0	0	0	0	0	0	0	0	0	0	0	0
Atf7ip2_ENSMUSG00000039200	2	0	1	0	3	3	4	0	0	0	2	1
Gm24667_ENSMUSG00000089563	0	0	0	0	0	0	0	0	0	0	0	0
Gm49456_ENSMUSG00000116187	0	0	0	0	0	0	0	0	0	0	0	0
Gm22932_ENSMUSG00000093251	0	0	0	0	0	0	0	0	0	0	0	0
Emp2_ENSMUSG00000022505	1131	994	1059	1595	4435	1846	1054	1025	1498	2732	2573	2007
Gm1600_ENSMUSG00000116270	0	0	0	0	1	0	0	0	0	0	0	0
Tekt5_ENSMUSG00000039179	15	16	10	10	13	5	15	8	26	12	15	4
Nubp1_ENSMUSG00000022503	1311	1423	1373	1019	1923	1131	1347	1209	1808	1492	2033	1160
Tvp23a_ENSMUSG00000050908	341	328	315	315	926	367	291	279	356	523	534	418
Ciita_ENSMUSG00000022504	15	16	11	782	1854	850	9	8	26	1058	1245	1104
Dexi_ENSMUSG00000038055	529	555	483	280	460	246	581	459	669	451	488	303
Clec16a_ENSMUSG00000068663	1731	1724	1547	953	1452	1107	1719	1552	2109	1396	2068	1181
Gm15558_ENSMUSG00000087384	0	0	0	1	1	0	0	0	0	2	0	0
Socs1_ENSMUSG00000038037	154	133	120	3274	4791	3491	100	96	158	3685	5079	3343
Tnp2_ENSMUSG00000043050	0	0	0	0	0	0	0	0	0	0	0	0
Prm3_ENSMUSG00000050058	0	0	0	0	0	0	0	0	0	0	0	0
Prm2_ENSMUSG00000038015	0	0	0	0	0	0	0	0	0	0	0	0
Prm1_ENSMUSG00000022501	0	0	0	3	6	0	0	0	0	2	1	1
Gm46563_ENSMUSG00000116038	5	5	0	0	3	3	2	2	0	6	0	1
Gm10343_ENSMUSG00000071671	7	29	17	26	24	23	11	26	30	24	44	16
Gm11172_ENSMUSG00000079740	0	0	0	0	0	0	0	0	0	0	0	0
Gm26822_ENSMUSG00000096921	0	0	0	0	0	0	0	0	0	0	0	0
Rmi2_ENSMUSG00000037991	21	22	7	14	48	34	18	19	25	42	50	32
CT010583.1_ENSMUSG00000117309	1	0	0	11	6	5	1	1	1	2	12	4
Gm21859_ENSMUSG00000095369	0	0	0	0	0	0	0	0	0	0	2	0
Litaf_ENSMUSG00000022500	5007	4665	4751	13712	15429	13959	3778	4024	6229	12808	20406	10395
Gm26268_ENSMUSG00000093897	0	0	0	0	0	0	0	0	0	0	0	1
Gm24961_ENSMUSG00000088543	0	0	0	0	0	0	0	0	0	0	0	0
Gm4262_ENSMUSG00000097056	249	212	241	282	241	339	137	100	211	316	503	211
Gm10832_ENSMUSG00000115992	0	0	0	0	0	0	0	0	0	1	0	0
Gm3919_ENSMUSG00000115911	0	2	3	3	4	5	1	1	0	3	9	6
Gm18724_ENSMUSG00000116274	0	1	0	0	0	0	0	0	0	0	0	0
Snn_ENSMUSG00000037972	914	815	706	416	740	553	790	760	1147	683	908	573
Txndc11_ENSMUSG00000022498	4145	4300	4310	1518	1952	1476	4047	3510	4908	2186	3604	1912
Zc3h7a_ENSMUSG00000037965	3316	4040	3556	2903	3661	3009	3256	3346	4122	4124	7942	3563
Gm23935_ENSMUSG00000076258	29762	30753	14664	21376	12261	30606	27903	28798	29837	33730	51731	16758
Gm24145_ENSMUSG00000064565	0	0	1	0	0	1	0	0	0	0	6	2
4930509G22Rik_ENSMUSG00000096959	40	52	41	15	17	17	28	38	56	27	47	14
Gm7638_ENSMUSG00000080790	4	2	4	1	4	1	2	4	5	2	6	2
Gm6305_ENSMUSG00000081052	16	4	15	7	10	8	11	3	12	21	27	12
Rsl1d1_ENSMUSG00000005846	2982	3003	3079	2340	3033	2335	2985	2748	3872	3625	5455	2659
2610020C07Rik_ENSMUSG00000097537	23	27	28	8	9	12	19	23	27	22	14	9
Gspt1_ENSMUSG00000062203	7472	7876	7549	6865	7143	6243	6826	6041	8731	8912	13408	7023
Mir1945_ENSMUSG00000088544	7	6	2	1	2	6	0	3	0	3	8	2
Tnfrsf17_ENSMUSG00000022496	0	0	1	0	0	0	0	0	0	1	5	1
Snx29_ENSMUSG00000071669	350	427	294	191	230	171	356	295	467	224	404	234
Gm15897_ENSMUSG00000082653	0	0	1	0	0	0	0	0	0	0	0	0
Gm4279_ENSMUSG00000085732	0	0	0	0	0	0	0	0	0	0	0	0
4833415N18Rik_ENSMUSG00000115936	0	0	0	0	1	0	0	0	0	0	0	0
Cpped1_ENSMUSG00000065979	1463	1375	1415	802	1379	822	1438	1241	1763	1344	1582	996
Gm9961_ENSMUSG00000055015	0	0	0	0	0	0	0	0	0	0	0	0
Shisa9_ENSMUSG00000022494	11	12	10	3	16	1	5	4	16	6	11	7
Gm19571_ENSMUSG00000116403	2	2	0	2	2	0	1	3	2	0	3	1
C87114_ENSMUSG00000116013	0	0	0	0	0	0	0	0	0	0	0	0
4930414F18Rik_ENSMUSG00000116520	0	0	0	0	0	0	0	1	0	1	4	0
Gm38619_ENSMUSG00000116197	0	0	0	0	0	0	0	0	0	0	0	0
Gm38619_ENSMUSG00000115968	0	0	0	0	0	0	0	0	0	0	0	0
Gm6327_ENSMUSG00000091416	0	0	0	0	0	0	0	0	0	0	0	0
1700003L19Rik_ENSMUSG00000101565	0	0	0	0	0	0	0	0	0	0	0	0
Gm6332_ENSMUSG00000116170	0	0	0	0	0	0	0	0	0	0	0	0
Ercc4_ENSMUSG00000022545	848	856	821	436	618	459	826	772	1057	731	1041	588
Mrtfb_ENSMUSG00000009569	2438	2591	2202	996	1633	1007	2619	2170	3178	1493	2058	1414
Gm15738_ENSMUSG00000087526	1	1	0	0	0	0	0	0	0	0	1	0
Mir193b_ENSMUSG00000076972	0	0	0	0	0	0	0	0	0	0	0	0
Mir365-1_ENSMUSG00000065449	0	0	0	0	0	0	0	0	0	0	0	0
Gm32817_ENSMUSG00000109857	0	1	0	0	1	0	0	0	0	1	0	1
Mir6365_ENSMUSG00000099214	0	0	0	0	0	0	0	0	0	0	0	0
2310015D24Rik_ENSMUSG00000099411	0	0	0	0	0	0	0	0	4	1	0	0
Gm25276_ENSMUSG00000077488	0	0	0	0	0	0	0	0	0	0	0	0
Parn_ENSMUSG00000022685	2730	2932	2876	1087	1344	1156	2900	2443	3604	1521	2271	1177
Bfar_ENSMUSG00000022684	1304	1377	1371	1177	1356	1042	1179	1134	1636	1438	1975	1127
3110001I22Rik_ENSMUSG00000079737	78	77	42	46	79	52	44	55	90	56	62	56
Pla2g10_ENSMUSG00000022683	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g10os_ENSMUSG00000086550	0	0	0	0	2	0	0	0	0	0	0	0
Gm49432_ENSMUSG00000115907	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3_ENSMUSG00000022682	2388	2648	2616	1935	2410	1921	2470	2142	3320	2768	4068	2232
Ntan1_ENSMUSG00000022681	948	1017	1012	759	1198	851	1132	985	1362	1183	1621	853
Gm27734_ENSMUSG00000099314	0	0	0	0	0	0	0	0	0	0	0	0
Pdxdc1_ENSMUSG00000022680	10431	10971	10287	9427	9324	8660	10228	8733	12710	12493	21458	9385
Mpv17l_ENSMUSG00000022679	327	323	354	103	170	123	391	334	447	194	197	133
Gm15950_ENSMUSG00000089818	0	0	0	1	0	0	0	0	0	1	4	0
Gm26213_ENSMUSG00000089207	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm7_ENSMUSG00000065968	5	0	0	6	1	1	1	0	0	7	2	3
2900011O08Rik_ENSMUSG00000044117	29	30	19	12	21	7	23	17	38	22	37	14
Gm15806_ENSMUSG00000082554	0	2	0	0	0	0	0	0	0	2	3	0
Gm15807_ENSMUSG00000082277	0	0	0	0	0	0	0	0	0	0	0	0
Gm15808_ENSMUSG00000083536	0	0	0	0	0	0	0	0	0	0	0	0
Marf1_ENSMUSG00000060657	3184	3407	3002	2908	3543	2784	3429	2835	4018	4145	6807	3650
Gm27671_ENSMUSG00000098652	0	0	0	0	0	0	0	0	0	0	0	0
Mir484_ENSMUSG00000070074	0	0	0	0	0	0	0	0	0	1	1	2
Nde1_ENSMUSG00000022678	806	747	776	404	823	499	805	723	1063	640	796	543
Myh11_ENSMUSG00000018830	255	323	229	157	406	171	244	280	453	340	338	184
Fopnl_ENSMUSG00000022677	869	1059	956	463	747	428	998	849	1287	717	949	645
Gm15868_ENSMUSG00000085612	0	1	1	0	0	0	2	0	2	0	0	0
Gm49517_ENSMUSG00000116025	0	0	0	0	0	0	0	0	0	0	0	0
Abcc1_ENSMUSG00000023088	2971	3047	2761	5901	10996	6255	2866	2654	3992	9893	13188	7550
Gm23116_ENSMUSG00000089106	0	0	0	0	1	1	0	0	0	0	0	0
Gm49528_ENSMUSG00000116439	0	0	1	5	3	1	0	1	0	0	0	0
Gm1758_ENSMUSG00000090808	0	0	0	0	0	0	0	0	0	0	0	0
A630010A05Rik_ENSMUSG00000075395	0	0	0	0	0	0	0	0	0	1	2	0
Snai2_ENSMUSG00000022676	110	103	94	275	332	328	99	68	149	409	454	330
Gm49530_ENSMUSG00000116400	0	0	0	0	0	0	0	0	0	0	0	0
Gm25547_ENSMUSG00000095165	0	0	0	0	0	0	0	0	0	0	0	0
Gm33696_ENSMUSG00000116324	4	0	0	0	0	0	1	0	2	3	0	0
Efcab1_ENSMUSG00000068617	2655	3453	3649	927	728	783	3867	2819	4066	1430	2303	1125
Gm49536_ENSMUSG00000116317	0	0	2	0	0	0	0	0	0	2	0	0
Gm7731_ENSMUSG00000069315	0	0	0	0	0	0	0	0	0	0	0	0
Gm5404_ENSMUSG00000116213	0	0	0	0	0	0	0	0	0	0	0	0
Gm21897_ENSMUSG00000094472	0	0	0	0	0	0	0	0	2	0	0	0
Gm6031_ENSMUSG00000080704	0	1	0	0	1	1	3	3	1	0	0	2
Gm7085_ENSMUSG00000116423	31	35	35	25	50	32	28	32	23	34	58	29
Ube2v2_ENSMUSG00000022674	573	681	681	340	524	372	700	553	807	569	774	394
Gm49538_ENSMUSG00000116386	0	0	0	0	0	0	0	0	0	0	0	0
Gm7748_ENSMUSG00000116140	6	4	2	0	4	2	4	2	3	9	5	2
Mcm4_ENSMUSG00000022673	1586	1599	1498	507	1274	480	1286	1133	1840	739	901	658
Prkdc_ENSMUSG00000022672	799	955	861	178	473	182	986	895	1211	238	323	266
Gm49511_ENSMUSG00000116118	0	0	0	0	0	0	0	0	0	0	0	0
Mzt2_ENSMUSG00000022671	451	505	504	263	304	248	485	441	594	344	513	235
Gm20082_ENSMUSG00000116102	0	0	0	1	1	0	2	2	0	0	1	1
Cebpd_ENSMUSG00000071637	3282	2475	2120	5926	5043	5518	1196	1665	2100	7398	11799	6214
Spidr_ENSMUSG00000041974	632	695	619	1226	1317	1272	648	604	834	1755	3364	1528
n-R5s31_ENSMUSG00000077350	0	0	0	0	0	0	0	0	0	0	0	0
Gm18334_ENSMUSG00000116385	0	0	0	0	0	0	0	0	0	0	0	0
Pkp2_ENSMUSG00000041957	975	938	966	1153	1495	1318	950	813	1286	1484	2316	1195
Gm5481_ENSMUSG00000115882	8	5	1	4	12	3	4	5	12	11	11	2
Yars2_ENSMUSG00000022792	523	535	496	291	414	314	539	413	661	406	622	326
Dnm1l_ENSMUSG00000022789	3268	4026	3878	2219	2857	2299	3798	3313	4812	3213	5623	2810
Gm49521_ENSMUSG00000115923	5	6	3	2	3	3	4	3	5	2	15	7
Gm7765_ENSMUSG00000098037	0	0	0	0	0	1	0	0	0	0	0	3
Gm18869_ENSMUSG00000116192	0	0	0	0	0	0	0	0	0	0	0	0
Fgd4_ENSMUSG00000022788	636	790	769	369	477	428	869	630	1052	515	898	433
Gm16139_ENSMUSG00000089861	0	0	0	0	0	0	0	0	0	0	0	0
Olfr19_ENSMUSG00000048101	0	0	0	0	0	0	0	0	0	0	0	0
Gm44932_ENSMUSG00000108454	0	0	0	0	0	0	0	0	0	0	0	0
4933404G15Rik_ENSMUSG00000116096	0	0	0	0	0	0	0	0	0	0	0	0
Spag6l_ENSMUSG00000022783	35	36	49	6	12	15	31	32	40	11	16	13
